outputs,preds
0.0021475754,0.0
9.270269e-05,0.0
0.017492922,0.0
0.025000291,0.0
1.6184616e-05,0.0
0.0029896435,0.0
0.00991543,0.0
1.9665123e-08,0.0
0.99994564,1.0
0.54992235,0.0
6.8159493e-06,0.0
0.02689289,0.0
0.002626966,0.0
0.99998295,1.0
0.6504497,1.0
0.9999963,1.0
0.0033901795,0.0
4.151711e-06,0.0
0.9995722,1.0
0.026130518,0.0
0.0003757714,0.0
0.10405072,0.0
0.99399054,1.0
0.0004228969,0.0
1.7596967e-08,0.0
0.00018529587,0.0
8.4330296e-08,0.0
0.011176682,0.0
2.009201e-05,0.0
0.00021461683,0.0
0.99987006,1.0
6.98723e-05,0.0
0.9994491,1.0
2.2415099e-08,0.0
0.977823,1.0
0.9998431,1.0
0.00072664674,0.0
6.678203e-07,0.0
0.0003057725,0.0
0.9797505,1.0
1.267651e-07,0.0
0.9995988,1.0
0.9993303,1.0
9.539708e-07,0.0
0.9607961,1.0
4.6600748e-05,0.0
1.9298271e-08,0.0
0.0009794198,0.0
0.2618956,0.0
0.025707645,0.0
0.000109073175,0.0
4.073406e-06,0.0
0.99982184,1.0
1.5714422e-05,0.0
0.99990475,1.0
0.00014925974,0.0
0.414674,0.0
0.014775818,0.0
2.1199694e-08,0.0
0.6484285,1.0
0.0033439936,0.0
6.9469024e-06,0.0
2.2830923e-08,0.0
0.0029239878,0.0
0.00021774737,0.0
0.9993019,1.0
0.96631914,1.0
7.6291326e-05,0.0
1.5599362e-05,0.0
0.0009618625,0.0
0.0006556988,0.0
0.95191467,1.0
0.37959546,0.0
0.41799623,0.0
1.8338359e-06,0.0
0.19511953,0.0
2.3847825e-08,0.0
2.5970974e-05,0.0
0.06940583,0.0
0.056163654,0.0
0.0005138678,0.0
2.3255037e-08,0.0
0.49519324,0.0
2.4738397e-06,0.0
0.00012027838,0.0
0.00097572315,0.0
0.99309146,1.0
0.076723985,0.0
4.2749457e-06,0.0
6.6534194e-06,0.0
0.0161251,0.0
0.12483045,0.0
0.002674074,0.0
1.753328e-06,0.0
0.9969752,1.0
0.0009086459,0.0
0.99993336,1.0
7.188939e-05,0.0
5.2452717e-05,0.0
5.1704155e-05,0.0
0.99978036,1.0
5.6664496e-05,0.0
0.9998455,1.0
0.99391973,1.0
0.000670841,0.0
0.99166673,1.0
0.16268554,0.0
2.2091595e-05,0.0
0.99997056,1.0
2.1601581e-08,0.0
2.8289357e-06,0.0
8.053756e-05,0.0
0.9879672,1.0
0.00049961003,0.0
0.005456448,0.0
0.42691758,0.0
0.0018057827,0.0
0.9999895,1.0
0.0024645587,0.0
0.996757,1.0
1.4191116e-07,0.0
0.00011832547,0.0
0.00029402302,0.0
0.0011555501,0.0
0.1613107,0.0
0.99837023,1.0
0.00018572852,0.0
0.00024229102,0.0
1.3549073e-05,0.0
1.2075644e-07,0.0
6.627114e-05,0.0
6.0520768e-05,0.0
2.006453e-05,0.0
0.99545836,1.0
0.995069,1.0
0.0065791733,0.0
0.99393207,1.0
0.023142943,0.0
0.00017914904,0.0
0.0008295746,0.0
0.0006360163,0.0
0.010149701,0.0
0.9990934,1.0
0.0010192818,0.0
9.539344e-05,0.0
0.99910456,1.0
0.18796793,0.0
1.5760723e-05,0.0
1.8076575e-05,0.0
0.00012670332,0.0
0.00047762453,0.0
8.2091944e-08,0.0
0.9999168,1.0
0.0014367938,0.0
0.00024200222,0.0
9.6072734e-05,0.0
4.790761e-06,0.0
0.00085862854,0.0
0.30992785,0.0
0.9960592,1.0
0.97125465,1.0
0.9858183,1.0
1.9665123e-08,0.0
2.703396e-06,0.0
0.0012243178,0.0
0.9998067,1.0
4.147161e-07,0.0
0.00055138185,0.0
0.00017496991,0.0
1.8030923e-06,0.0
0.00088291924,0.0
0.13785659,0.0
2.6862881e-05,0.0
4.1504333e-07,0.0
1.9172619e-07,0.0
0.9999876,1.0
0.00021646167,0.0
0.00062708976,0.0
0.0050592204,0.0
0.99992037,1.0
0.0006556988,0.0
1.9665123e-08,0.0
6.7026676e-06,0.0
0.015035743,0.0
0.99998164,1.0
0.9999664,1.0
5.29838e-05,0.0
0.002068218,0.0
3.685324e-06,0.0
0.0006556988,0.0
1.6953226e-06,0.0
4.7578997e-05,0.0
2.3255037e-08,0.0
1.4773393e-06,0.0
2.0366331e-05,0.0
7.2957046e-06,0.0
0.00024780587,0.0
0.0058102505,0.0
0.00086381234,0.0
0.3891615,0.0
0.0011555501,0.0
0.037767753,0.0
0.999653,1.0
9.482359e-08,0.0
0.040894933,0.0
0.0077151232,0.0
9.1659924e-05,0.0
1.722803e-08,0.0
0.014005325,0.0
0.99998426,1.0
5.9638915e-06,0.0
7.42001e-05,0.0
1.5765354e-05,0.0
0.0007288446,0.0
0.98447925,1.0
0.9722168,1.0
0.9555017,1.0
0.19041353,0.0
0.9999131,1.0
0.00052395,0.0
0.0048245266,0.0
0.9998915,1.0
1.021654e-05,0.0
0.99939835,1.0
2.0952068e-06,0.0
6.2389668e-06,0.0
0.003486834,0.0
0.9997645,1.0
3.1909396e-05,0.0
3.796785e-05,0.0
0.0037240747,0.0
0.40093112,0.0
6.494166e-05,0.0
1.6523726e-08,0.0
0.9995252,1.0
0.00032335875,0.0
0.0043730773,0.0
6.0624574e-05,0.0
0.9998838,1.0
3.571458e-05,0.0
0.004731112,0.0
2.1603433e-05,0.0
5.2183386e-06,0.0
0.9775252,1.0
0.045445066,0.0
0.0712332,0.0
1.0499421e-05,0.0
0.004068456,0.0
8.5607035e-06,0.0
0.0010192818,0.0
0.14241892,0.0
5.439038e-07,0.0
0.00015052735,0.0
0.00041019282,0.0
0.5008962,0.0
0.9777259,1.0
7.553441e-05,0.0
0.07066447,0.0
0.38318038,0.0
0.94136035,1.0
0.6038651,1.0
0.9956921,1.0
0.99997044,1.0
1.9204663e-05,0.0
3.4520526e-05,0.0
0.8115797,1.0
0.8921013,1.0
3.5416117e-05,0.0
3.6136626e-05,0.0
3.9570344e-07,0.0
0.95910656,1.0
0.99998987,1.0
0.11176849,0.0
0.47262725,0.0
0.09749631,0.0
0.9979876,1.0
1.1897136e-05,0.0
4.7340536e-06,0.0
0.9984603,1.0
0.008048244,0.0
0.9998311,1.0
0.00051485084,0.0
0.9999753,1.0
0.000108738255,0.0
0.000331685,0.0
0.03215375,0.0
0.9998286,1.0
0.9981743,1.0
0.0121164825,0.0
0.019170595,0.0
0.00019608934,0.0
0.99889624,1.0
2.930352e-05,0.0
4.8890997e-06,0.0
0.004360748,0.0
0.005530022,0.0
1.8662653e-05,0.0
0.024104409,0.0
7.6312135e-05,0.0
0.9914834,1.0
0.0018889336,0.0
3.6487024e-06,0.0
5.8496225e-06,0.0
2.4732383e-06,0.0
0.0046827295,0.0
4.1049654e-05,0.0
0.0071904645,0.0
0.0017842792,0.0
0.08453682,0.0
7.344671e-05,0.0
0.014247323,0.0
5.405733e-06,0.0
5.0263166e-06,0.0
4.675298e-05,0.0
0.9995615,1.0
0.049165383,0.0
0.997993,1.0
0.000859599,0.0
1.7919067e-08,0.0
2.975817e-06,0.0
0.24850172,0.0
0.1411321,0.0
0.0006856387,0.0
0.99999726,1.0
0.22968817,0.0
0.00022254935,0.0
6.265359e-07,0.0
4.1645364e-08,0.0
0.9998228,1.0
0.9987496,1.0
1.9665123e-08,0.0
0.99977857,1.0
0.28737527,0.0
0.00072349905,0.0
8.336735e-07,0.0
0.00029516921,0.0
0.00035466434,0.0
0.0011478775,0.0
4.55071e-05,0.0
0.15987393,0.0
0.99967873,1.0
1.0038562e-05,0.0
0.033661377,0.0
6.926819e-05,0.0
0.00025952593,0.0
0.99989665,1.0
6.099733e-06,0.0
6.7098504e-06,0.0
0.9998498,1.0
1.0558361e-05,0.0
8.222612e-05,0.0
3.0217396e-05,0.0
0.99999225,1.0
0.9998122,1.0
3.2943033e-05,0.0
0.000465813,0.0
0.00038228297,0.0
0.6406977,1.0
0.10196734,0.0
4.9372625e-07,0.0
0.016238125,0.0
4.2601707e-07,0.0
1.9298271e-08,0.0
0.110667095,0.0
0.41593364,0.0
4.1909564e-07,0.0
3.4769735e-05,0.0
1.7596967e-08,0.0
0.008757475,0.0
0.101422116,0.0
0.15242863,0.0
0.00037756682,0.0
1.4988335e-07,0.0
0.998425,1.0
0.00019215347,0.0
0.99945253,1.0
0.7534103,1.0
1.2654272e-05,0.0
3.95325e-06,0.0
0.00035687807,0.0
0.000893753,0.0
0.9995468,1.0
1.9479482e-07,0.0
3.7085396e-08,0.0
0.007833362,0.0
1.11546164e-07,0.0
0.00014769305,0.0
1.7800646e-06,0.0
0.0012209946,0.0
2.878382e-05,0.0
4.4340745e-06,0.0
0.9983412,1.0
0.00075269653,0.0
0.00017396893,0.0
0.99902976,1.0
0.99827373,1.0
0.0027197318,0.0
0.24939018,0.0
0.00019870057,0.0
1.7770973e-05,0.0
2.3847825e-08,0.0
0.999992,1.0
4.5375535e-05,0.0
0.00023332243,0.0
5.475502e-05,0.0
0.7574408,1.0
6.401115e-05,0.0
0.00038624217,0.0
4.151711e-06,0.0
0.0004919101,0.0
0.0077977385,0.0
0.010285587,0.0
4.7164332e-07,0.0
0.0027114502,0.0
0.9978612,1.0
0.0032155565,0.0
0.00019578388,0.0
0.00014872073,0.0
0.9954176,1.0
0.0039436906,0.0
0.0002795292,0.0
1.7255368e-05,0.0
0.3420947,0.0
1.9665123e-08,0.0
0.070161834,0.0
0.018264769,0.0
0.9997708,1.0
0.9956195,1.0
0.038891267,0.0
0.9997476,1.0
9.896797e-05,0.0
0.9991892,1.0
0.002327985,0.0
1.924294e-05,0.0
5.3391443e-05,0.0
0.110989876,0.0
8.733819e-05,0.0
0.9948965,1.0
0.76435137,1.0
0.9994778,1.0
1.4649719e-07,0.0
0.05749616,0.0
5.9251015e-05,0.0
0.9946978,1.0
0.031698596,0.0
0.99899346,1.0
0.42698562,0.0
0.99714905,1.0
0.00013663538,0.0
0.00016208258,0.0
0.000944001,0.0
2.262233e-06,0.0
0.024690507,0.0
0.0013185889,0.0
8.434713e-05,0.0
1.8592489e-07,0.0
1.1398207e-07,0.0
0.9998011,1.0
0.00017386147,0.0
0.5475023,0.0
0.0017158973,0.0
0.706625,1.0
3.8822298e-05,0.0
3.9233687e-08,0.0
6.9506336e-07,0.0
0.0001357848,0.0
0.06351026,0.0
0.00030576726,0.0
0.99850756,1.0
0.0010806447,0.0
0.9999945,1.0
0.00353573,0.0
2.38177e-06,0.0
2.0586289e-07,0.0
0.0007780901,0.0
1.7919067e-08,0.0
0.0032611846,0.0
7.529216e-08,0.0
0.99235654,1.0
0.9995834,1.0
0.37222105,0.0
1.1416757e-05,0.0
0.0019422781,0.0
5.223215e-07,0.0
0.05057914,0.0
0.00014193713,0.0
0.9999883,1.0
7.6203305e-06,0.0
4.0336936e-06,0.0
1.8244734e-08,0.0
0.000326835,0.0
2.3255037e-08,0.0
8.336294e-05,0.0
0.0009618625,0.0
0.00096953666,0.0
0.007167921,0.0
0.010945409,0.0
0.006478091,0.0
0.00073983235,0.0
1.870385e-06,0.0
9.836978e-06,0.0
1.0461261e-05,0.0
3.539309e-05,0.0
0.99826896,1.0
0.01154714,0.0
0.007609754,0.0
0.99892944,1.0
0.002518629,0.0
9.113929e-07,0.0
3.2016567e-05,0.0
1.8936634e-08,0.0
0.98614085,1.0
2.7743448e-05,0.0
0.00095592724,0.0
0.0014333909,0.0
0.95252484,1.0
2.4219275e-06,0.0
5.065512e-08,0.0
6.803175e-07,0.0
0.11938722,0.0
0.6965863,1.0
0.075674444,0.0
0.99822885,1.0
3.3038297e-05,0.0
0.9999769,1.0
0.2649089,0.0
0.00042758128,0.0
2.5306654e-06,0.0
0.9995696,1.0
0.22605446,0.0
1.3739277e-05,0.0
1.5659433e-07,0.0
7.4139657e-06,0.0
0.020227926,0.0
0.07185339,0.0
0.00028996725,0.0
8.613114e-05,0.0
0.9933246,1.0
2.8575218e-05,0.0
0.018490447,0.0
0.00066103373,0.0
2.3255037e-08,0.0
1.517676e-06,0.0
1.3892263e-07,0.0
3.7833763e-07,0.0
2.7551794e-05,0.0
0.998256,1.0
0.0008646041,0.0
0.00014531435,0.0
0.99985766,1.0
0.00025799658,0.0
6.3331e-05,0.0
0.9999397,1.0
5.2041896e-06,0.0
3.2610275e-05,0.0
0.00019095441,0.0
4.955424e-07,0.0
0.9900053,1.0
0.7477062,1.0
1.8634185e-07,0.0
0.9964246,1.0
0.9979079,1.0
1.3230215e-06,0.0
2.373696e-08,0.0
0.9999875,1.0
1.5235117e-05,0.0
0.9998305,1.0
0.99842155,1.0
2.8438015e-05,0.0
9.860694e-06,0.0
0.022800114,0.0
0.99716836,1.0
2.2680504e-05,0.0
6.502209e-05,0.0
4.0056912e-07,0.0
0.0010409807,0.0
0.9980324,1.0
0.07131594,0.0
4.384498e-06,0.0
0.007198009,0.0
0.006361065,0.0
2.0051619e-05,0.0
0.0024998742,0.0
1.3965317e-05,0.0
2.258876e-06,0.0
0.00072349905,0.0
1.510804e-05,0.0
0.06138143,0.0
1.299704e-07,0.0
1.8936634e-08,0.0
0.0004025499,0.0
0.000812595,0.0
0.9222342,1.0
0.28172,0.0
1.6958157e-06,0.0
0.9998159,1.0
1.0015077e-05,0.0
0.7319792,1.0
0.0021475754,0.0
2.8239165e-05,0.0
0.0007780901,0.0
0.00022248636,0.0
0.0006405297,0.0
7.887856e-06,0.0
0.00015110301,0.0
7.439496e-08,0.0
2.9985274e-06,0.0
0.000481037,0.0
0.9674963,1.0
0.2195853,0.0
0.9998889,1.0
0.55058557,0.0
0.00096299633,0.0
0.07326624,0.0
0.9997136,1.0
0.9999894,1.0
0.99993694,1.0
1.8530392e-07,0.0
1.6077743e-06,0.0
0.0037323905,0.0
0.00017024355,0.0
9.50668e-08,0.0
0.9917909,1.0
0.05764665,0.0
1.1930391e-05,0.0
0.9991574,1.0
4.9880506e-05,0.0
0.7654861,1.0
0.0002054846,0.0
3.5201776e-07,0.0
2.9580664e-05,0.0
0.9998684,1.0
0.999967,1.0
5.736685e-05,0.0
1.7919067e-08,0.0
0.99416566,1.0
0.57271355,0.0
3.746335e-05,0.0
0.0001658761,0.0
0.1822656,0.0
0.0006479961,0.0
1.1993405e-06,0.0
1.8244734e-08,0.0
0.00025344302,0.0
0.00010388978,0.0
6.567625e-08,0.0
0.2795609,0.0
0.002306807,0.0
1.8753306e-06,0.0
0.59216875,0.0
0.00072349905,0.0
0.00030639142,0.0
1.3867148e-05,0.0
6.524338e-08,0.0
0.80101556,1.0
0.9999821,1.0
2.1682423e-05,0.0
9.1882015e-05,0.0
0.7467997,1.0
6.0438396e-07,0.0
1.37250945e-05,0.0
0.146278,0.0
0.5616181,0.0
2.0782334e-05,0.0
0.015392296,0.0
0.0016576966,0.0
0.99861646,1.0
4.4330495e-08,0.0
5.6945382e-06,0.0
2.5984427e-05,0.0
0.23589191,0.0
0.0030447722,0.0
0.99911755,1.0
0.99954045,1.0
3.4382296e-07,0.0
6.3393716e-05,0.0
0.99963653,1.0
0.99989307,1.0
0.9996524,1.0
0.8940935,1.0
0.34431234,0.0
0.00028374264,0.0
5.1291056e-07,0.0
0.7855705,1.0
0.9956536,1.0
3.8410612e-06,0.0
0.0059972736,0.0
3.6527654e-06,0.0
0.000830553,0.0
0.068960324,0.0
1.6523726e-08,0.0
0.0037360874,0.0
0.9942445,1.0
0.02272312,0.0
0.001617556,0.0
0.5857407,0.0
5.58019e-05,0.0
8.966198e-05,0.0
0.99601823,1.0
2.0417898e-08,0.0
9.868201e-06,0.0
0.9124606,1.0
1.8494038e-05,0.0
0.7057532,1.0
3.3273445e-05,0.0
0.076723985,0.0
0.03052456,0.0
0.99997187,1.0
0.00013546576,0.0
0.003074246,0.0
2.55579e-06,0.0
0.0002471259,0.0
0.9957747,1.0
2.1106904e-07,0.0
0.00070642406,0.0
0.0077215875,0.0
0.0024779143,0.0
1.7279937e-05,0.0
3.831246e-07,0.0
0.9999207,1.0
0.00036354465,0.0
0.00013288764,0.0
0.0020039054,0.0
0.99974376,1.0
0.99981326,1.0
0.0025400622,0.0
2.3290918e-06,0.0
4.2300104e-05,0.0
0.016607165,0.0
0.00025033802,0.0
7.967853e-06,0.0
0.9998708,1.0
0.00020485763,0.0
0.022984773,0.0
0.008207465,0.0
3.778623e-05,0.0
0.0012171436,0.0
0.08884488,0.0
0.0016894869,0.0
0.9967489,1.0
0.030250158,0.0
0.00022085027,0.0
0.26807866,0.0
0.00878443,0.0
0.011120723,0.0
0.008327335,0.0
1.9433467e-07,0.0
0.00090594054,0.0
8.910464e-05,0.0
0.0005056987,0.0
3.2859294e-05,0.0
4.4189608e-07,0.0
0.024919232,0.0
0.00062708976,0.0
0.00072664674,0.0
0.006707449,0.0
0.1175897,0.0
0.0003464481,0.0
8.581783e-06,0.0
0.6692012,1.0
1.2352951e-05,0.0
0.0012151448,0.0
0.9673004,1.0
0.99884206,1.0
0.0009086459,0.0
1.6597156e-07,0.0
0.49179786,0.0
0.00020516178,0.0
0.0018188928,0.0
0.008815124,0.0
0.00014765377,0.0
0.0029961143,0.0
0.75527924,1.0
0.00012354339,0.0
0.1654756,0.0
3.9060338e-05,0.0
0.00093257066,0.0
0.00037338908,0.0
0.00021305447,0.0
0.015090852,0.0
6.675362e-05,0.0
0.00021686948,0.0
0.0014333909,0.0
0.9967777,1.0
0.0005723423,0.0
0.014311696,0.0
0.6160038,1.0
0.0039894544,0.0
0.00078702107,0.0
0.0011741879,0.0
0.00013092688,0.0
0.9966018,1.0
0.057701867,0.0
6.968718e-05,0.0
2.2797735e-06,0.0
0.0052799964,0.0
3.5312328e-07,0.0
6.4030132e-06,0.0
0.00012774213,0.0
0.0004952826,0.0
0.0006916308,0.0
0.981398,1.0
0.058282863,0.0
0.004897468,0.0
1.9298271e-08,0.0
3.640316e-05,0.0
7.214704e-06,0.0
0.0022805834,0.0
2.7861273e-05,0.0
1.0267272e-05,0.0
0.0049779457,0.0
0.42489532,0.0
0.99910176,1.0
0.00042124142,0.0
0.00023578914,0.0
0.0036648489,0.0
7.55586e-06,0.0
0.0029246635,0.0
4.2490328e-07,0.0
0.03950626,0.0
2.9695943e-06,0.0
0.0007668202,0.0
7.887856e-06,0.0
0.00015821068,0.0
0.016556926,0.0
2.0780417e-06,0.0
0.41071326,0.0
1.3134983e-06,0.0
0.00017714669,0.0
0.3692704,0.0
0.29757762,0.0
0.0005561448,0.0
0.0014333909,0.0
0.0039262497,0.0
0.9652281,1.0
0.0143311955,0.0
9.618816e-06,0.0
1.6385322e-08,0.0
0.0004043061,0.0
5.569738e-05,0.0
0.99999416,1.0
0.0002280355,0.0
0.010148637,0.0
0.9991677,1.0
0.0010563366,0.0
0.14213179,0.0
0.025707645,0.0
0.99999666,1.0
1.8173976e-05,0.0
0.99501747,1.0
0.6601028,1.0
0.9999827,1.0
1.1697621e-05,0.0
0.00023794248,0.0
0.0003188304,0.0
2.930427e-05,0.0
0.00024229102,0.0
0.9400129,1.0
0.00072817184,0.0
0.00039093284,0.0
0.99984896,1.0
8.186138e-07,0.0
7.47659e-06,0.0
0.9999912,1.0
4.8859494e-07,0.0
0.0015406801,0.0
7.969419e-06,0.0
2.3847825e-08,0.0
6.934056e-05,0.0
0.00034044895,0.0
0.00047871188,0.0
0.99999595,1.0
0.00386841,0.0
0.0011642727,0.0
8.170945e-05,0.0
3.7575336e-07,0.0
7.7065015e-06,0.0
0.016692443,0.0
0.00017189559,0.0
2.6790785e-05,0.0
0.0009618625,0.0
0.99992204,1.0
6.4965056e-06,0.0
5.3268174e-08,0.0
0.9999207,1.0
0.1397448,0.0
0.00016494587,0.0
0.995902,1.0
2.2830923e-08,0.0
0.00014070318,0.0
3.0402637e-07,0.0
0.045353014,0.0
0.99983597,1.0
3.5145956e-07,0.0
0.00010406944,0.0
1.634341e-07,0.0
0.106373906,0.0
0.32035646,0.0
1.3341395e-05,0.0
9.8811615e-05,0.0
0.03211223,0.0
0.99985826,1.0
4.0580104e-05,0.0
3.5171288e-05,0.0
0.027532771,0.0
0.5901158,0.0
0.9998491,1.0
5.8510172e-06,0.0
0.99991894,1.0
6.1028863e-05,0.0
0.018126516,0.0
0.09614414,0.0
2.5391397e-05,0.0
0.0005993099,0.0
1.3265653e-05,0.0
0.99397427,1.0
4.176415e-06,0.0
0.076723985,0.0
6.119957e-05,0.0
0.44564176,0.0
5.7641042e-05,0.0
0.06412175,0.0
0.9396076,1.0
0.34495276,0.0
0.0009618625,0.0
0.12123519,0.0
3.5091623e-05,0.0
1.7115748e-05,0.0
0.00048337126,0.0
0.0017842792,0.0
0.99960226,1.0
1.1842017e-06,0.0
0.00022677575,0.0
1.729413e-05,0.0
7.871593e-07,0.0
0.33821476,0.0
0.99996996,1.0
5.9092632e-05,0.0
0.00014086562,0.0
6.5851614e-06,0.0
4.273902e-06,0.0
0.003146087,0.0
0.98955953,1.0
8.355625e-05,0.0
0.6449505,1.0
1.5865984e-05,0.0
0.9567812,1.0
0.9992531,1.0
0.9994691,1.0
0.99998224,1.0
0.1303644,0.0
0.00018978528,0.0
1.7093776e-05,0.0
0.009043168,0.0
0.0001618375,0.0
0.99846387,1.0
1.2161633e-05,0.0
0.69574463,1.0
6.3004504e-06,0.0
0.009502484,0.0
5.9584927e-05,0.0
1.8527388e-07,0.0
0.99994504,1.0
0.95475256,1.0
0.026439348,0.0
0.0010286474,0.0
0.0025243377,0.0
3.4745383e-06,0.0
0.39240065,0.0
0.011858171,0.0
0.9991202,1.0
0.005005729,0.0
0.24210358,0.0
0.00081181066,0.0
5.855356e-05,0.0
2.1601581e-08,0.0
0.2698651,0.0
3.7900645e-07,0.0
0.9845381,1.0
0.0010192818,0.0
0.99924016,1.0
5.780502e-06,0.0
0.9979231,1.0
0.99128634,1.0
0.0015205288,0.0
0.0001496017,0.0
0.99806875,1.0
0.74929416,1.0
0.000116226925,0.0
0.07388953,0.0
0.99594927,1.0
2.9913622e-07,0.0
0.9912982,1.0
1.0909014e-06,0.0
0.00017158642,0.0
0.0026857532,0.0
0.9998568,1.0
0.8138528,1.0
0.00015362172,0.0
0.98120856,1.0
6.642737e-06,0.0
2.8129583e-05,0.0
6.0372575e-05,0.0
1.6871883e-08,0.0
0.00020595986,0.0
1.6871883e-08,0.0
5.413518e-06,0.0
1.7596967e-08,0.0
0.002005261,0.0
0.26832983,0.0
0.008837141,0.0
0.9678096,1.0
0.8941099,1.0
0.0021985457,0.0
0.97193986,1.0
0.9995739,1.0
3.88196e-07,0.0
9.140451e-06,0.0
0.99999857,1.0
0.99992335,1.0
5.110698e-05,0.0
0.014841092,0.0
0.0016858203,0.0
0.00062708976,0.0
0.9368768,1.0
0.99998915,1.0
4.191687e-08,0.0
0.6406977,1.0
4.242101e-05,0.0
0.41000807,0.0
9.4177416e-08,0.0
3.9834816e-07,0.0
1.7201428e-05,0.0
0.011908063,0.0
1.5777581e-05,0.0
0.027611561,0.0
0.0010344983,0.0
5.688805e-07,0.0
0.00039242208,0.0
0.0010806447,0.0
1.788791e-06,0.0
0.00045720348,0.0
0.0017842792,0.0
0.12045752,0.0
0.0019177693,0.0
0.0017281348,0.0
2.956666e-06,0.0
0.00072664674,0.0
0.031003702,0.0
4.9968585e-05,0.0
0.0053478293,0.0
0.9996177,1.0
0.0066348747,0.0
8.192549e-05,0.0
0.0027793597,0.0
0.0011320452,0.0
0.9999435,1.0
0.0021091227,0.0
0.025750747,0.0
0.99986005,1.0
1.451985e-05,0.0
0.9998673,1.0
0.0017566776,0.0
0.0029713558,0.0
0.21940473,0.0
0.78703237,1.0
4.445166e-05,0.0
0.00011460319,0.0
0.9798545,1.0
0.15026419,0.0
0.47716784,0.0
0.0053806487,0.0
1.1572901e-05,0.0
0.99849784,1.0
0.00011432684,0.0
5.8510172e-06,0.0
9.176749e-06,0.0
2.9368843e-05,0.0
0.5197595,0.0
0.99957997,1.0
0.9973303,1.0
9.999227e-06,0.0
0.03028024,0.0
0.9961894,1.0
0.9999982,1.0
0.9999683,1.0
4.0427216e-07,0.0
0.99958843,1.0
1.7605614e-06,0.0
0.0029659264,0.0
0.99950266,1.0
0.1775018,0.0
0.99969757,1.0
0.0021193326,0.0
0.997879,1.0
0.00026460088,0.0
0.00027052482,0.0
5.6943907e-07,0.0
0.0005993099,0.0
0.9999764,1.0
0.9999685,1.0
9.306842e-05,0.0
0.9992005,1.0
0.7433235,1.0
2.2830923e-08,0.0
0.001659413,0.0
0.00023894325,0.0
0.30298147,0.0
2.080564e-08,0.0
0.9999964,1.0
7.689175e-07,0.0
0.00025919706,0.0
0.00015214353,0.0
0.020749062,0.0
3.3870872e-08,0.0
0.39756534,0.0
0.07943155,0.0
0.67148715,1.0
0.99983907,1.0
1.7596967e-08,0.0
0.0037796395,0.0
0.0074386355,0.0
